,0
serie,Cesantías Corto Plazo - Colfondos
order,"(2, 1, 2)"
seasonal_order,"(0, 1, 1, 12)"
aic,700.3815315054335
mae,3216.0515726715835
rmse,4112.989251251524
mape_%,8.498789074465362
train_ini,2016-01
train_fin,2023-11
test_ini,2023-12
test_fin,2025-11
forecast_steps,12
